martes, 9 de noviembre de 2021
47866989105700,0,0,waiting,LOOK_AT,349,804,63,05316,359,5304,POSITION,-2,075688,2,064848,-0,4408228
47867093028100,0,0,waiting,LOOK_AT,349,8059,63,05266,359,5426,POSITION,-2,075678,2,06486,-0,4408112
47867110019600,0,0,waiting,LOOK_AT,349,7957,63,01958,359,5533,POSITION,-2,07569,2,064667,-0,4413176
47867124010200,0,0,waiting,LOOK_AT,349,7758,63,02306,359,5467,POSITION,-2,0757,2,064717,-0,4413033
47867131005900,0,0,waiting,LOOK_AT,349,7867,63,03048,359,551,POSITION,-2,075799,2,064656,-0,4413238
47867139001300,0,0,waiting,LOOK_AT,349,802,63,0256,359,5594,POSITION,-2,075785,2,064722,-0,4412596
47867146996900,0,0,waiting,LOOK_AT,349,8004,63,03013,359,5548,POSITION,-2,075762,2,06466,-0,4412161
47867153993200,0,0,waiting,LOOK_AT,349,7981,63,02461,359,5501,POSITION,-2,075664,2,064704,-0,4410835
47867162987900,0,0,waiting,LOOK_AT,349,7972,63,02406,359,5576,POSITION,-2,075645,2,0648,-0,4409574
47867173981200,0,0,waiting,LOOK_AT,349,7875,63,01683,359,5433,POSITION,-2,075604,2,064854,-0,4409924
47867184975200,0,0,waiting,LOOK_AT,349,7868,63,02761,359,553,POSITION,-2,075642,2,064833,-0,4410259
47867195969900,0,0,waiting,LOOK_AT,349,7834,63,02743,359,5539,POSITION,-2,075645,2,06473,-0,441139
47867206962500,0,0,waiting,LOOK_AT,349,7924,63,01471,359,5464,POSITION,-2,075541,2,064685,-0,441143
47867218955700,0,0,waiting,LOOK_AT,349,7943,63,02299,359,5541,POSITION,-2,07553,2,064692,-0,4411216
47867228950600,0,0,waiting,LOOK_AT,349,8039,63,02204,359,5468,POSITION,-2,075515,2,064723,-0,4410473
47867240943000,0,0,waiting,LOOK_AT,349,8024,63,02338,359,5545,POSITION,-2,075711,2,064787,-0,4409883
47867251946500,0,0,waiting,LOOK_AT,349,7882,63,02772,359,548,POSITION,-2,075749,2,06477,-0,441016
47867262930300,0,0,waiting,LOOK_AT,349,7866,63,01787,359,544,POSITION,-2,075771,2,064758,-0,4410571
47867273924800,0,0,waiting,LOOK_AT,349,7737,63,02727,359,5531,POSITION,-2,075803,2,064748,-0,4410045
47867285917900,0,0,waiting,LOOK_AT,349,7805,63,01817,359,5613,POSITION,-2,075761,2,064791,-0,4409508
47867295924900,0,0,waiting,LOOK_AT,349,7821,63,02079,359,5504,POSITION,-2,075741,2,064833,-0,4408661
47867306915900,0,0,waiting,LOOK_AT,349,7882,63,01937,359,5559,POSITION,-2,075784,2,064867,-0,4408802
47867318905500,0,0,waiting,LOOK_AT,349,7893,63,0154,359,5602,POSITION,-2,075776,2,064867,-0,4408612
47867328903300,0,0,waiting,LOOK_AT,349,7948,63,02504,359,563,POSITION,-2,0758,2,064849,-0,4408671
47867340899600,0,0,waiting,LOOK_AT,349,7904,63,02268,359,5507,POSITION,-2,075561,2,06499,-0,4410983
47867352880300,0,0,waiting,LOOK_AT,349,7946,63,02262,359,5509,POSITION,-2,075583,2,064998,-0,4411362
47867362886800,0,0,waiting,LOOK_AT,349,7748,63,02756,359,5421,POSITION,-2,075583,2,064985,-0,4411534
47867373867300,0,0,waiting,LOOK_AT,349,7817,63,02056,359,559,POSITION,-2,075627,2,064893,-0,4410047
47867385861000,0,0,waiting,LOOK_AT,349,7787,63,02825,359,5525,POSITION,-2,075561,2,064941,-0,4408801
47867396853300,0,0,waiting,LOOK_AT,349,7827,63,02498,359,5562,POSITION,-2,075559,2,064829,-0,4410259
47867406859000,0,0,waiting,LOOK_AT,349,8015,63,0228,359,5509,POSITION,-2,075572,2,06485,-0,441067
47867418845000,0,0,waiting,LOOK_AT,349,791,63,02534,359,55,POSITION,-2,075582,2,064844,-0,4410856
47867429847600,0,0,waiting,LOOK_AT,349,788,63,01925,359,5417,POSITION,-2,075573,2,064755,-0,441185
47867440830300,0,0,waiting,LOOK_AT,349,7861,63,03049,359,5417,POSITION,-2,075557,2,064734,-0,4411616
47867451838000,0,0,waiting,LOOK_AT,349,7789,63,03531,359,5482,POSITION,-2,075673,2,06465,-0,441005
47867462831800,0,0,waiting,LOOK_AT,349,767,63,03399,359,5471,POSITION,-2,075651,2,064697,-0,4409097
47867473814900,0,0,waiting,LOOK_AT,349,7714,63,02563,359,5463,POSITION,-2,075691,2,064723,-0,4409284
47867484804600,0,0,waiting,LOOK_AT,349,7682,63,02748,359,5458,POSITION,-2,07563,2,06476,-0,440962
47867495811600,0,0,waiting,LOOK_AT,349,7803,63,02775,359,5598,POSITION,-2,075608,2,064754,-0,4409515
47867506801300,0,0,waiting,LOOK_AT,349,775,63,02781,359,5459,POSITION,-2,075656,2,064753,-0,440952
47867518787500,0,0,waiting,LOOK_AT,349,7783,63,02553,359,5463,POSITION,-2,075661,2,064708,-0,440985
47867528791900,0,0,waiting,LOOK_AT,349,7881,63,03039,359,5572,POSITION,-2,075673,2,064732,-0,4409559
47867540782100,0,0,waiting,LOOK_AT,349,7744,63,02541,359,5559,POSITION,-2,075673,2,06474,-0,4409612
47867551775900,0,0,waiting,LOOK_AT,349,7667,63,03131,359,5453,POSITION,-2,07568,2,064739,-0,4409811
47867562772300,0,0,waiting,LOOK_AT,349,7635,63,01962,359,5415,POSITION,-2,075681,2,064743,-0,4409908
47867573762600,0,0,waiting,LOOK_AT,349,7587,63,01525,359,557,POSITION,-2,075714,2,06475,-0,440996
