Thursday, April 21, 2022
70096537710200,0,300,session,LOOK_AT,6.81771,57.87137,4.705204,POSITION,-1.409273,2.033354,0.2574633
70096853530200,0,300,session,LOOK_AT,6.855304,57.91401,4.717022,POSITION,-1.40967,2.033056,0.2584745
70096884511700,0,300,session,LOOK_AT,6.867891,57.94639,4.199167,POSITION,-1.40172,2.026897,0.2554592
70096915495800,0,300,session,LOOK_AT,6.950751,58.15351,4.565177,POSITION,-1.412185,2.034378,0.260019
70096957470300,0,300,session,LOOK_AT,6.965307,58.15154,4.595413,POSITION,-1.414275,2.033965,0.2616747
70096988452400,0,300,session,LOOK_AT,7.04,58.21004,4.618602,POSITION,-1.415178,2.03249,0.2629638
70097030428100,0,300,session,LOOK_AT,7.089707,58.23346,4.61933,POSITION,-1.415852,2.031757,0.2639032
70097051415900,0,300,session,LOOK_AT,7.151514,58.25303,4.604418,POSITION,-1.415561,2.031236,0.2642053
70097067407600,0,300,session,LOOK_AT,7.141827,58.2831,4.603693,POSITION,-1.416632,2.031277,0.2650114
70097079400200,0,300,session,LOOK_AT,7.161843,58.28353,4.595463,POSITION,-1.416381,2.031555,0.26482
70097087395300,0,300,session,LOOK_AT,7.173727,58.33873,4.625171,POSITION,-1.417152,2.03096,0.2652449
70097111382700,0,300,session,LOOK_AT,7.181341,58.32858,4.620313,POSITION,-1.417202,2.030954,0.2654122
70097157355300,0,300,session,LOOK_AT,7.18584,58.34315,4.614954,POSITION,-1.417264,2.030961,0.2656298
70097175345500,0,300,session,LOOK_AT,7.205099,58.35108,4.622495,POSITION,-1.417723,2.030833,0.2654007
70097186339100,0,300,session,LOOK_AT,7.221926,58.36065,4.587243,POSITION,-1.417677,2.030956,0.2655893
70097222318500,0,300,session,LOOK_AT,7.239406,58.40714,4.591602,POSITION,-1.417513,2.030656,0.2659686
70097253301200,0,300,session,LOOK_AT,7.310119,58.37958,4.590907,POSITION,-1.417502,2.030133,0.2663892
70097271290600,0,300,session,LOOK_AT,7.363747,58.41388,4.60201,POSITION,-1.417675,2.029891,0.2665866
70097284282700,0,300,session,LOOK_AT,7.33163,58.40913,4.587954,POSITION,-1.417417,2.029697,0.2668176
70097304271500,0,300,session,LOOK_AT,7.354841,58.47111,4.621476,POSITION,-1.418744,2.029435,0.267214
70097345249600,0,300,session,LOOK_AT,7.359905,58.45633,4.61591,POSITION,-1.418549,2.029325,0.2674302
70097369233600,0,300,session,LOOK_AT,7.444969,58.50729,4.617446,POSITION,-1.419044,2.029576,0.2675998
70097413209000,0,300,session,LOOK_AT,7.459135,58.49281,4.589654,POSITION,-1.419089,2.030163,0.2674571
70097448189400,0,300,session,LOOK_AT,7.213492,57.643,3.909745,POSITION,-1.383314,2.02143,0.2529349
70097480170500,0,300,session,LOOK_AT,7.208158,57.65198,3.912275,POSITION,-1.378786,2.01948,0.2523852
70097505156300,0,300,session,LOOK_AT,6.947455,56.66925,3.00407,POSITION,-1.338425,2.004418,0.2307696
70097547132300,0,300,session,LOOK_AT,6.927589,56.67813,2.963945,POSITION,-1.329377,2.000005,0.228113
70097574117000,0,300,session,LOOK_AT,5.907576,56.55512,3.381853,POSITION,-1.379251,2.02816,0.2281248
70097614093800,0,300,session,LOOK_AT,6.093285,57.19516,4.453447,POSITION,-1.401628,2.043676,0.2400351
70097659067600,0,300,session,LOOK_AT,6.229838,57.32352,4.638184,POSITION,-1.406339,2.04348,0.2454979
70097691050400,0,300,session,LOOK_AT,6.183135,57.34666,4.701841,POSITION,-1.411108,2.044033,0.2478513
70097708039700,0,300,session,LOOK_AT,6.342322,57.32204,4.704324,POSITION,-1.409646,2.040788,0.2534893
70097747018100,0,300,session,LOOK_AT,6.327914,57.32551,4.712028,POSITION,-1.411377,2.041953,0.2541084
70097774002800,0,300,session,LOOK_AT,6.450268,57.42791,4.736946,POSITION,-1.41166,2.035901,0.2570323
70097815979900,0,300,session,LOOK_AT,6.569411,57.57846,4.789025,POSITION,-1.411132,2.03278,0.2582939
70097842962800,0,300,session,LOOK_AT,6.62018,57.63196,4.780447,POSITION,-1.411829,2.031837,0.2593376
70097880941100,0,300,session,LOOK_AT,6.605014,57.65033,4.762411,POSITION,-1.412295,2.031754,0.2594944
