martes, 16 de noviembre de 2021
42426529588400,0,0,waiting,LOOK_AT,11,16605,10,18578,355,7086,POSITION,-1,84122,2,104597,-0,48313
42426628529900,0,0,waiting,LOOK_AT,11,15984,10,17887,355,731,POSITION,-1,841215,2,104581,-0,483223
42426638524300,0,0,waiting,LOOK_AT,11,17114,10,15453,355,7501,POSITION,-1,841548,2,104724,-0,4827842
42426661511600,0,0,waiting,LOOK_AT,11,1555,10,15455,355,7247,POSITION,-1,841573,2,104664,-0,482909
42426671506000,0,0,waiting,LOOK_AT,11,16249,10,16196,355,7388,POSITION,-1,841494,2,104525,-0,4829471
42426677502900,0,0,waiting,LOOK_AT,11,14746,10,15907,355,7252,POSITION,-1,841238,2,104597,-0,4830382
42426685497800,0,0,waiting,LOOK_AT,11,15493,10,16383,355,7327,POSITION,-1,841226,2,104598,-0,4830234
42426692495000,0,0,waiting,LOOK_AT,11,15847,10,15698,355,7224,POSITION,-1,841152,2,104509,-0,48306
42426704486200,0,0,waiting,LOOK_AT,11,15817,10,15977,355,7289,POSITION,-1,841221,2,104527,-0,4830896
42426714481900,0,0,waiting,LOOK_AT,11,15768,10,15922,355,7299,POSITION,-1,84125,2,104501,-0,4832531
42426725474800,0,0,waiting,LOOK_AT,11,15137,10,15813,355,7298,POSITION,-1,841305,2,104598,-0,4832338
42426737467700,0,0,waiting,LOOK_AT,11,156,10,16455,355,7353,POSITION,-1,841301,2,104661,-0,4833403
42426748461300,0,0,waiting,LOOK_AT,11,16019,10,16124,355,728,POSITION,-1,84125,2,104705,-0,4832107
42426759455200,0,0,waiting,LOOK_AT,11,16025,10,15562,355,7408,POSITION,-1,841207,2,104635,-0,4832605
42426769450500,0,0,waiting,LOOK_AT,11,1614,10,15471,355,7191,POSITION,-1,841145,2,104621,-0,4832237
42426781444500,0,0,waiting,LOOK_AT,11,16186,10,1493,355,7451,POSITION,-1,841133,2,104595,-0,483254
42426792436000,0,0,waiting,LOOK_AT,11,16223,10,15709,355,7267,POSITION,-1,841186,2,104693,-0,4832327
42426803430100,0,0,waiting,LOOK_AT,11,17001,10,15118,355,743,POSITION,-1,841404,2,10459,-0,4831527
42426814424800,0,0,waiting,LOOK_AT,11,16368,10,16179,355,7308,POSITION,-1,841388,2,104579,-0,4830147
42426826416900,0,0,waiting,LOOK_AT,11,16679,10,14892,355,7451,POSITION,-1,841386,2,104624,-0,4830065
42426836413800,0,0,waiting,LOOK_AT,11,16254,10,16079,355,7483,POSITION,-1,841394,2,104645,-0,4830507
42426848404700,0,0,waiting,LOOK_AT,11,14955,10,1523,355,7487,POSITION,-1,841398,2,104659,-0,4831601
42426858399000,0,0,waiting,LOOK_AT,11,15983,10,15634,355,7469,POSITION,-1,841437,2,104689,-0,4831632
42426870392900,0,0,waiting,LOOK_AT,11,16552,10,15733,355,7342,POSITION,-1,841498,2,104654,-0,4830887
42426881386500,0,0,waiting,LOOK_AT,11,16343,10,15915,355,7415,POSITION,-1,841514,2,104637,-0,4831412
42426892379800,0,0,waiting,LOOK_AT,11,15234,10,15435,355,7349,POSITION,-1,841445,2,104532,-0,4831944
42426904373000,0,0,waiting,LOOK_AT,11,16725,10,15417,355,7401,POSITION,-1,8414,2,104566,-0,4832366
42426914366400,0,0,waiting,LOOK_AT,11,15258,10,15866,355,7392,POSITION,-1,841413,2,104568,-0,4832766
42426926359400,0,0,waiting,LOOK_AT,11,15891,10,15871,355,7484,POSITION,-1,841444,2,10461,-0,4832844
42426937353500,0,0,waiting,LOOK_AT,11,16353,10,15491,355,7534,POSITION,-1,841664,2,104528,-0,4832122
42426948348600,0,0,waiting,LOOK_AT,11,16174,10,15406,355,7447,POSITION,-1,841647,2,104523,-0,4830559
42426958342400,0,0,waiting,LOOK_AT,11,16813,10,15907,355,7602,POSITION,-1,841705,2,104563,-0,4830353
42426970334500,0,0,waiting,LOOK_AT,11,16846,10,152,355,7344,POSITION,-1,841468,2,104648,-0,4830992
42426982328000,0,0,waiting,LOOK_AT,11,17252,10,16254,355,7518,POSITION,-1,841489,2,104648,-0,4830662
42426992321900,0,0,waiting,LOOK_AT,11,17552,10,15361,355,7309,POSITION,-1,841408,2,104571,-0,4830981
42427003315400,0,0,waiting,LOOK_AT,11,16713,10,15627,355,7444,POSITION,-1,84145,2,104523,-0,4830793
42427014309800,0,0,waiting,LOOK_AT,11,16401,10,16246,355,7379,POSITION,-1,841455,2,104524,-0,4831172
