Friday, April 22, 2022
62146153079100,0,300,session,LOOK_AT,356.5834,347.4297,359.8674,POSITION,-2.23223,1.981363,-0.2089999
62146440915100,0,300,session,LOOK_AT,356.5811,347.4309,359.8678,POSITION,-2.232246,1.981357,-0.2089655
62146490886700,0,300,session,LOOK_AT,356.571,347.4609,359.8491,POSITION,-2.231451,1.981096,-0.2098165
62146519869700,0,300,session,LOOK_AT,356.57,347.4612,359.8485,POSITION,-2.231471,1.981091,-0.2098041
62146542856400,0,300,session,LOOK_AT,356.5736,347.4687,359.85,POSITION,-2.231563,1.981143,-0.2096905
62146563844200,0,300,session,LOOK_AT,356.5756,347.4624,359.8531,POSITION,-2.231804,1.981171,-0.2095574
62146703764700,0,300,session,LOOK_AT,356.5724,347.4666,359.8476,POSITION,-2.231763,1.981169,-0.2096058
62146733748600,0,300,session,LOOK_AT,356.5878,347.4752,359.8484,POSITION,-2.231915,1.981342,-0.2094098
62146759731700,0,300,session,LOOK_AT,356.5802,347.4641,359.8607,POSITION,-2.232028,1.98133,-0.2093052
62146792713000,0,300,session,LOOK_AT,356.5938,347.472,359.8547,POSITION,-2.232051,1.981342,-0.2093295
62146810703000,0,300,session,LOOK_AT,356.5831,347.4541,359.868,POSITION,-2.232113,1.981337,-0.2092167
62146827693100,0,300,session,LOOK_AT,356.5952,347.4635,359.8669,POSITION,-2.232132,1.981369,-0.2092507
62146842684600,0,300,session,LOOK_AT,356.569,347.4583,359.8654,POSITION,-2.232159,1.981266,-0.2092083
62146854677800,0,300,session,LOOK_AT,356.5984,347.4818,359.8669,POSITION,-2.232153,1.981333,-0.2092732
62146898652900,0,300,session,LOOK_AT,356.5839,347.4589,359.8562,POSITION,-2.232249,1.981355,-0.2091414
62146923639000,0,300,session,LOOK_AT,356.592,347.4666,359.856,POSITION,-2.232236,1.981371,-0.2091414
62146954620000,0,300,session,LOOK_AT,356.5842,347.4521,359.8735,POSITION,-2.232185,1.981407,-0.2091466
62146996596200,0,300,session,LOOK_AT,356.5666,347.4609,359.8708,POSITION,-2.232219,1.981463,-0.2090737
62147023581700,0,300,session,LOOK_AT,356.6029,347.4724,359.8643,POSITION,-2.231991,1.981492,-0.2093427
62147055562900,0,300,session,LOOK_AT,356.5875,347.4512,359.876,POSITION,-2.23187,1.98141,-0.2094287
62147092541800,0,300,session,LOOK_AT,356.5918,347.4819,359.8689,POSITION,-2.23185,1.981342,-0.209482
62147120526100,0,300,session,LOOK_AT,356.5875,347.4546,359.8643,POSITION,-2.232141,1.981394,-0.209137
62147154507200,0,300,session,LOOK_AT,356.5807,347.4477,359.8672,POSITION,-2.232108,1.981386,-0.2091208
