Friday, April 22, 2022
62839082477700,0,300,session,LOOK_AT,356.5608,347.3877,359.8812,POSITION,-2.231508,1.981152,-0.20974
62839416287300,0,300,session,LOOK_AT,356.5609,347.4034,359.8816,POSITION,-2.231522,1.981162,-0.2097596
62839485247400,0,300,session,LOOK_AT,356.588,347.4305,359.8736,POSITION,-2.232302,1.981235,-0.2090098
62839530222400,0,300,session,LOOK_AT,356.5869,347.4253,359.8747,POSITION,-2.232038,1.981263,-0.2090902
62839572198000,0,300,session,LOOK_AT,356.5876,347.4355,359.8735,POSITION,-2.232061,1.981271,-0.2090744
62839622170000,0,300,session,LOOK_AT,356.5896,347.4244,359.8726,POSITION,-2.232225,1.981305,-0.2090201
62839664145400,0,300,session,LOOK_AT,356.5785,347.4359,359.8588,POSITION,-2.231907,1.981252,-0.2093086
62839719113700,0,300,session,LOOK_AT,356.5706,347.4275,359.8658,POSITION,-2.231726,1.981126,-0.2095085
62839765087100,0,300,session,LOOK_AT,356.5849,347.4279,359.8788,POSITION,-2.231627,1.981075,-0.209592
62839804065800,0,300,session,LOOK_AT,356.5868,347.4209,359.8772,POSITION,-2.231559,1.981028,-0.2096608
62839832048300,0,300,session,LOOK_AT,356.5815,347.4254,359.8633,POSITION,-2.23163,1.981097,-0.2095885
62839875024100,0,300,session,LOOK_AT,356.5705,347.4266,359.8794,POSITION,-2.231813,1.981102,-0.2094967
62839896011700,0,300,session,LOOK_AT,356.5883,347.429,359.8609,POSITION,-2.231892,1.981152,-0.2094192
62839945985900,0,300,session,LOOK_AT,356.5692,347.4282,359.8834,POSITION,-2.23187,1.981114,-0.2094588
62840018942000,0,300,session,LOOK_AT,356.5577,347.4261,359.8771,POSITION,-2.231897,1.981074,-0.2094348
62840039929200,0,300,session,LOOK_AT,356.5699,347.4268,359.8459,POSITION,-2.232015,1.981159,-0.2093137
62840080906800,0,300,session,LOOK_AT,356.5775,347.4358,359.86,POSITION,-2.232148,1.981193,-0.2092163
62840108891300,0,300,session,LOOK_AT,356.5795,347.4396,359.8702,POSITION,-2.232152,1.981173,-0.2092292
62840125880600,0,300,session,LOOK_AT,356.5566,347.4488,359.8701,POSITION,-2.232216,1.981175,-0.2092272
62840151865700,0,300,session,LOOK_AT,356.5531,347.4348,359.8611,POSITION,-2.232223,1.981119,-0.2091944
62840183847700,0,300,session,LOOK_AT,356.5712,347.4223,359.879,POSITION,-2.232126,1.981123,-0.2092563
62840215831100,0,300,session,LOOK_AT,356.562,347.4226,359.8826,POSITION,-2.232107,1.981157,-0.2092414
62840232818900,0,300,session,LOOK_AT,356.5779,347.4366,359.8355,POSITION,-2.232045,1.981191,-0.2093585
62840272796300,0,300,session,LOOK_AT,356.5324,347.4414,359.8598,POSITION,-2.232033,1.981121,-0.2093569
62840317770900,0,300,session,LOOK_AT,356.551,347.4389,359.8582,POSITION,-2.232239,1.981241,-0.2091601
