martes, 9 de noviembre de 2021
47652850881300,0,0,waiting,LOOK_AT,354,1283,358,3209,358,6648,POSITION,-2,262729,2,068982,-0,2411556
47652918841800,0,0,waiting,LOOK_AT,354,1214,358,3105,358,6615,POSITION,-2,26273,2,068931,-0,2412187
47652964814700,0,0,waiting,LOOK_AT,7,618236,68,57442,3,93947,POSITION,-2,488706,2,869808,-0,3717923
47652979807700,0,0,waiting,LOOK_AT,7,577449,68,94096,3,816896,POSITION,-2,487921,2,869945,-0,3730828
47652988802900,0,0,waiting,LOOK_AT,7,595501,69,06639,3,783345,POSITION,-2,487413,2,870035,-0,3737427
47652997796200,0,0,waiting,LOOK_AT,7,570266,69,1765,3,737529,POSITION,-2,487052,2,870179,-0,3744063
47653009789400,0,0,waiting,LOOK_AT,7,55657,69,30545,3,671031,POSITION,-2,486476,2,87022,-0,3750737
47653018783700,0,0,waiting,LOOK_AT,7,55455,69,45952,3,617841,POSITION,-2,485883,2,870283,-0,3756555
47653030777300,0,0,waiting,LOOK_AT,7,546574,69,65629,3,547519,POSITION,-2,485349,2,870353,-0,3762457
47653041771000,0,0,waiting,LOOK_AT,7,542669,69,83885,3,465871,POSITION,-2,484796,2,870308,-0,3767664
47653052764300,0,0,waiting,LOOK_AT,7,556438,69,99889,3,421243,POSITION,-2,484268,2,870326,-0,3772362
47653064757400,0,0,waiting,LOOK_AT,7,574672,70,10889,3,378071,POSITION,-2,483787,2,870337,-0,3776566
47653075751400,0,0,waiting,LOOK_AT,7,592707,70,1471,3,333397,POSITION,-2,483486,2,870296,-0,3780043
47653086744500,0,0,waiting,LOOK_AT,7,617047,70,14854,3,294902,POSITION,-2,483132,2,870361,-0,378164
47653097740300,0,0,waiting,LOOK_AT,7,628461,70,16255,3,235361,POSITION,-2,482887,2,870347,-0,3784373
47653108732300,0,0,waiting,LOOK_AT,7,658292,70,14735,3,163726,POSITION,-2,482698,2,870315,-0,3785874
47653118727100,0,0,waiting,LOOK_AT,7,700315,70,11735,3,100405,POSITION,-2,482542,2,870266,-0,3788525
47653133717800,0,0,waiting,LOOK_AT,7,750176,70,05579,3,081263,POSITION,-2,482292,2,870147,-0,3790244
47653142712900,0,0,waiting,LOOK_AT,7,789248,70,00424,3,050616,POSITION,-2,482069,2,870157,-0,3789656
47653152707600,0,0,waiting,LOOK_AT,7,795475,69,93591,3,062581,POSITION,-2,481898,2,870177,-0,379045
47653163701700,0,0,waiting,LOOK_AT,7,800805,69,90927,3,032339,POSITION,-2,481808,2,870245,-0,3791445
47653174694700,0,0,waiting,LOOK_AT,7,762218,69,8592,3,018365,POSITION,-2,481514,2,870421,-0,3791589
47653186687700,0,0,waiting,LOOK_AT,7,719035,69,86282,2,986809,POSITION,-2,48142,2,870517,-0,3793028
47653197681700,0,0,waiting,LOOK_AT,7,688657,69,85397,2,972507,POSITION,-2,481239,2,870589,-0,3794988
47653208675100,0,0,waiting,LOOK_AT,7,647672,69,85744,2,993241,POSITION,-2,481103,2,870663,-0,3796372
47653219668500,0,0,waiting,LOOK_AT,7,626364,69,86741,3,011674,POSITION,-2,480941,2,870765,-0,3797934
47653231661900,0,0,waiting,LOOK_AT,7,640443,69,83868,3,042977,POSITION,-2,480751,2,870874,-0,3800299
47653241656900,0,0,waiting,LOOK_AT,7,592583,69,83999,3,094428,POSITION,-2,48055,2,870911,-0,3801073
47653252650000,0,0,waiting,LOOK_AT,7,563606,69,79652,3,162704,POSITION,-2,480364,2,871053,-0,3802374
